Mean,Std,RMS,Variance,Peak,Peak_to_Peak,Skewness,Kurtosis,Class
0.014800315,0.145619162,0.146369361,0.02120494,0.436950499,0.854733653,-0.001795055,-0.073690993,Ball
0.015043968,0.135661849,0.136493437,0.018404137,0.557964671,1.070122635,-0.018792753,0.144667812,Ball
0.015204816,0.133074981,0.133940796,0.01770895,0.406250259,0.763932415,-0.005377815,-0.192201337,Ball
0.014661039,0.132378095,0.133187485,0.01752396,0.473660838,0.871626906,0.043694482,-0.091746292,Ball
0.014363136,0.13303159,0.133804722,0.017697404,0.384808822,0.734856527,0.03431402,-0.262348334,Ball
0.014804122,0.142646306,0.143412449,0.020347969,0.445721996,0.871464471,0.001105916,-0.008986048,Ball
0.014473224,0.1374885,0.138248189,0.018903088,0.414372016,0.808439641,-0.011678231,-0.148257487,Ball
0.014571891,0.133031643,0.133827345,0.017697418,0.48194503,0.855708263,-0.060918673,-0.274997577,Ball
0.014644384,0.161617309,0.162279427,0.026120154,0.515731537,0.910773772,0.003345136,-0.445014053,Ball
0.013853464,0.132648845,0.133370291,0.017595716,0.428016567,0.837677964,0.067360837,0.123926614,Ball
0.014803646,0.141973457,0.142743162,0.020156462,0.567061038,0.999788224,0.037061662,0.041163448,Ball
0.014043025,0.137242547,0.137959136,0.018835517,0.424605429,0.832642475,0.020646875,-0.094923435,Ball
0.013794296,0.138557036,0.139242001,0.019198052,0.398778244,0.792358563,-0.076019203,-0.257022619,Ball
0.013340461,0.136302095,0.136953382,0.018578261,0.51930511,0.975422954,0.087533405,0.518883871,Ball
0.01309427,0.148813456,0.149388435,0.022145445,0.461803074,0.883484671,-0.04205038,-0.303363215,Ball
0.013383766,0.131593135,0.132271986,0.017316753,0.592076048,1.015869301,0.07422137,0.58326745,Ball
0.013698484,0.141877477,0.142537247,0.020129218,0.417783154,0.831667864,0.044807512,-0.227694636,Ball
0.013547312,0.126721932,0.127444018,0.016058448,0.495427146,0.95787996,-0.008968717,0.56354061,Ball
0.012892019,0.151018357,0.151567636,0.022806544,0.408037046,0.815099481,0.003025205,-0.491163498,Ball
0.013630116,0.132621754,0.133320327,0.01758853,0.449295569,0.83215517,0.015612378,0.087101695,Ball
0.013938171,0.137933931,0.138636366,0.019025769,0.47561006,0.927991896,-0.037157459,-0.011857089,Ball
0.01354176,0.132142003,0.132834063,0.017461509,0.422493772,0.786186028,0.037315212,0.061940836,Ball
0.013640268,0.141299332,0.141956184,0.019965501,0.464239601,0.858794531,-0.036516823,-0.305679603,Ball
0.013313653,0.142383352,0.143004448,0.020273019,0.443610339,0.858794531,-0.057857024,-0.175778849,Ball
0.013200868,0.134873028,0.135517514,0.018190734,0.464239601,0.86951525,-0.045245499,-0.089020534,Ball
0.013513683,0.14277023,0.143408361,0.020383339,0.397153892,0.792196128,0.070102081,-0.265915267,Ball
0.013133293,0.148138173,0.148719204,0.021944918,0.441985988,0.861880798,-0.052927521,-0.435858446,Ball
0.013066986,0.12994293,0.130598281,0.016885165,0.433701796,0.839302315,0.007489168,-0.004489324,Ball
0.012626159,0.131212816,0.131818902,0.017216803,0.416321238,0.80145493,-0.050366942,-0.121577137,Ball
0.012637421,0.124152844,0.124794363,0.015413929,0.442310858,0.833617086,-0.029429567,0.173132485,Ball
0.012964512,0.147339835,0.147909113,0.021709027,0.60702008,1.042346228,-0.050763324,-0.098974683,Ball
0.012615848,0.132520476,0.133119631,0.017561677,0.396504152,0.786998204,-0.018004629,-0.168212956,Ball
0.012154875,0.137006821,0.137544938,0.018770869,0.462777685,0.899565749,-0.073645224,-0.056246751,Ball
0.012173276,0.131425361,0.131987932,0.017272625,0.529700958,1.000925269,-0.0305327,0.249502489,Ball
0.012252272,0.144403863,0.144922717,0.020852476,0.53863489,1.056315649,-0.096134398,0.377739154,Ball
0.012208967,0.132182056,0.132744698,0.017472096,0.447996088,0.818023313,0.058227248,-0.244647181,Ball
0.012521464,0.149825537,0.150347858,0.022447691,0.443447904,0.883484671,-0.008891922,-0.314928948,Ball
0.012053036,0.14126048,0.141773759,0.019954523,0.549518044,1.034874212,-0.005689231,0.219068462,Ball
0.012147737,0.136533312,0.137072655,0.018641345,0.434676407,0.846936766,-0.076443969,-0.15251509,Ball
0.012293674,0.13512377,0.135681861,0.018258433,0.429478483,0.846774331,0.069061389,0.103809663,Ball
0.012419942,0.140057349,0.140606955,0.019616061,0.4189202,0.831018124,-0.035716332,0.053095814,Ball
0.012249417,0.132227928,0.132794101,0.017484225,0.432889621,0.846449461,-0.003086069,0.002978434,Ball
0.012148688,0.13978636,0.140313282,0.019540227,0.464402036,0.865616806,0.035819021,-0.058938567,Ball
0.011877276,0.13196264,0.132496068,0.017414138,0.410636008,0.817698443,-0.033559269,-0.275930319,Ball
0.011604118,0.13545389,0.135950035,0.018347756,0.423143513,0.836703353,-0.068934575,-0.320424269,Ball
0.012479586,0.134604314,0.135181587,0.018118321,0.46992483,0.93887505,0.038517494,0.205516285,Ball
0.012063029,0.134466597,0.135006602,0.018081266,0.440524072,0.784724112,-0.017555973,-0.362422376,Ball
0.011427724,0.12713294,0.127645514,0.016162784,0.413722275,0.786348463,-0.058967363,-0.090859334,Ball
0.01201322,0.141818036,0.142325939,0.020112355,0.448483393,0.814937046,-0.012597083,-0.238927344,Ball
0.01228606,0.122301701,0.122917262,0.014957706,0.433052056,0.860581317,-0.063651534,0.068439651,Ball
0.012272418,0.141403863,0.141935425,0.019995053,0.465051776,0.891119122,-0.043057725,-0.09769384,Ball
0.011754973,0.142719849,0.143203124,0.020368955,0.579081238,1.049330938,0.011073061,-0.118992861,Ball
0.011501486,0.128655229,0.12916831,0.016552168,0.459853852,0.85180982,-0.023198275,0.137212041,Ball
0.011946438,0.130735661,0.131280351,0.017091813,0.440524072,0.866104112,-0.045874608,-0.198968544,Ball
0.011694378,0.144710416,0.145182171,0.020941104,0.485356168,0.897778962,0.052517683,-0.190817542,Ball
0.011323822,0.122288036,0.122811208,0.014954364,0.396504152,0.754186307,0.032546974,-0.054713651,Ball
0.011616015,0.138868981,0.139353958,0.019284594,0.407874611,0.811850778,0.043045082,-0.154628563,Ball
0.011525756,0.148097223,0.148545046,0.021932788,0.510533613,0.987605589,0.027399778,-0.170612693,Ball
0.012243865,0.139051387,0.139589399,0.019335288,0.491366267,0.908986986,0.008048714,-0.300529231,Ball
0.011386163,0.149521739,0.149954643,0.02235675,0.470737006,0.878936487,-0.014773325,-0.051912077,Ball
0.011718806,0.123814443,0.124367788,0.015330016,0.411285749,0.768480599,0.04166872,-0.135095436,Ball
0.011392667,0.143331789,0.143783847,0.020544002,0.516056407,0.982407665,-0.006174169,0.472805967,Ball
0.011549392,0.13594725,0.136436957,0.018481655,0.454818363,0.877799441,0.105044593,-0.066596486,Ball
0.011580641,0.138200499,0.138684856,0.019099378,0.466188822,0.895017565,0.011764379,-0.005556023,Ball
0.011128869,0.130539794,0.131013318,0.017040638,0.413722275,0.80145493,0.015951948,-0.235734317,Ball
0.011259419,0.151167068,0.151585807,0.022851482,0.452381836,0.872276647,0.031480895,-0.160726293,Ball
0.011528611,0.140804248,0.141275423,0.019825836,0.422493772,0.837677964,-0.028771099,-0.198107555,Ball
0.010560821,0.143795013,0.144182304,0.020677006,0.539122196,1.041046747,0.009569881,0.203654644,Ball
0.010928997,0.126526057,0.12699719,0.016008843,0.389032136,0.775627745,-0.023910102,-0.086302697,Ball
0.011124586,0.141778352,0.142214125,0.020101101,0.441661118,0.828419162,-0.021473732,-0.262367391,Ball
0.011457387,0.139457161,0.139927022,0.0194483,0.46959996,0.875038044,-0.004936192,-0.153697119,Ball
0.010975475,0.142498083,0.142920134,0.020305704,0.471874052,0.934651737,-0.004549383,-0.071812379,Ball
0.010316534,0.137070401,0.137458087,0.018788295,0.523690858,0.974123473,0.025708284,0.005576092,Ball
0.011527025,0.147593976,0.14804342,0.021783982,0.531325309,0.97688487,-0.003358307,-0.138824647,Ball
0.011329374,0.132819142,0.13330146,0.017640924,0.378798723,0.735343832,0.036072583,-0.309686377,Ball
0.011105233,0.146470831,0.14689122,0.021453704,0.446046866,0.85814479,0.01949677,-0.283512016,Ball
0.010925825,0.126679524,0.127149815,0.016047702,0.418108024,0.804378762,0.009372775,-0.150609477,Ball
0.011262751,0.140263498,0.140714954,0.019673849,0.472036487,0.940012096,-0.062118799,0.088800969,Ball
0.011353645,0.135856244,0.136329837,0.018456919,0.408686786,0.780175928,-0.002295938,-0.281195622,Ball
0.010794956,0.144712683,0.145114754,0.020941761,0.5576398,1.102447226,-0.020630072,0.06467206,Ball
0.011317953,0.139608435,0.140066453,0.019490515,0.565923992,1.048031457,0.074884886,0.538199991,Ball
0.011199458,0.142720053,0.143158797,0.020369013,0.440524072,0.880560838,0.03895786,0.043114753,Ball
0.011081439,0.133063743,0.133524373,0.01770596,0.42525517,0.823546108,-0.017209404,-0.011557712,Ball
0.011492444,0.148453511,0.148897687,0.022038445,0.4942901,0.958529701,-0.0356407,-0.004659655,Ball
0.011039561,0.150169845,0.150575079,0.022550982,0.558289541,1.062813054,0.006869853,0.3628379,Ball
0.011833018,0.150409121,0.150873868,0.022622904,0.500462635,0.939362355,-0.034392568,-0.131909409,Ball
0.011194065,0.146573592,0.147000425,0.021483818,0.414047146,0.811525908,0.009038336,-0.118256988,Ball
0.011287655,0.144775691,0.145215054,0.020960001,0.531325309,0.977697046,0.017198483,0.102620522,Ball
0.011787175,0.145966495,0.146441644,0.021306218,0.411610619,0.808602076,0.057800734,-0.227157146,Ball
0.011151711,0.146469003,0.146892918,0.021453169,0.490066786,0.975910259,-0.037368926,0.050547944,Ball
0.010998794,0.133515298,0.133967564,0.017826335,0.46294012,0.850997645,0.025283284,0.111243791,Ball
0.011644568,0.137128751,0.137622274,0.018804294,0.519142675,0.922469102,-0.078238941,-0.065641765,Ball
0.010829379,0.13466229,0.135097031,0.018133932,0.483894251,0.904763673,-0.038563611,0.031485094,Ball
0.010468341,0.138045321,0.138441673,0.019056511,0.44490982,0.843038323,-0.031156882,0.248507897,Ball
0.011351741,0.144675069,0.145119735,0.020930875,0.453031577,0.886083633,-0.047251979,-0.110247984,Ball
0.010428843,0.128901068,0.129322257,0.016615485,0.450757485,0.815099481,-0.020240004,-0.240708395,Ball
0.010416629,0.149154824,0.149518118,0.022247161,0.493153054,0.977697046,-0.027271924,-0.039105193,Ball
0.009864127,0.142072679,0.142414701,0.020184646,0.484381557,0.964702236,0.032471736,0.220170362,Ball
0.009918378,0.143346894,0.143689617,0.020548332,0.522391377,0.959666747,-0.092736319,0.138087769,Ball
0.010055908,0.144201997,0.144552195,0.020794216,0.445234691,0.882347625,-0.008860665,0.090937373,Ball
0.010053846,0.152135668,0.152467509,0.023145261,0.603933812,1.133797206,0.002451212,0.460723212,Ball
0.015823307,0.292774774,0.293202055,0.085717068,1.382972695,2.558190858,0.076466602,2.245145026,Inner
0.015292062,0.28380826,0.284219943,0.080547129,1.482707864,2.578170379,0.203184216,2.796573258,Inner
0.015314904,0.287218133,0.28762615,0.082494256,1.181228263,2.307553453,0.081235363,2.545697669,Inner
0.01587502,0.278135424,0.278588101,0.077359314,1.203806747,2.231696248,0.143137956,2.223241286,Inner
0.01517896,0.287552903,0.287953248,0.082686672,1.294120679,2.46641501,0.053613489,2.270402515,Inner
0.015367569,0.2922942,0.292697901,0.085435899,1.56457517,2.684890259,0.178656927,2.704180073,Inner
0.015877717,0.29308569,0.293515457,0.085899222,1.565712216,2.661012295,0.160804583,2.858231338,Inner
0.013661048,0.287925565,0.288249467,0.082901131,1.321247345,2.476161118,0.010304892,2.482875808,Inner
0.01539755,0.296204848,0.296604782,0.087737312,1.555803673,2.64119521,0.178706087,2.807671029,Inner
0.014984641,0.287489694,0.287879947,0.082650324,1.349511058,2.559652774,0.074629277,2.62617909,Inner
0.014749237,0.285807652,0.28618797,0.081686014,1.584554691,2.733458363,0.228091794,3.182814443,Inner
0.014312851,0.28783184,0.288187484,0.082847168,1.422769301,2.454882116,0.08659569,2.392590837,Inner
0.01432919,0.285503521,0.28586288,0.08151226,1.507235569,2.665560479,0.140940309,2.524041579,Inner
0.01401114,0.289802649,0.29014115,0.083985575,1.511134012,2.56014008,0.136700507,2.30196578,Inner
0.014877725,0.294243422,0.294619311,0.086579192,1.389307665,2.601723473,0.112562133,2.167698813,Inner
0.013625991,0.285209615,0.285534923,0.081344525,1.492778842,2.540647864,0.210903472,2.523675056,Inner
0.014416594,0.290955198,0.291312145,0.084654927,1.360556647,2.453907505,0.097668317,1.952739387,Inner
0.014156444,0.288232574,0.288580009,0.083078017,1.360881517,2.42271996,0.18049742,2.048682481,Inner
0.014396607,0.294534445,0.294886082,0.086750539,1.428454531,2.517257206,0.068931929,1.906987777,Inner
0.014640735,0.292388549,0.292754871,0.085491064,1.437388463,2.605297046,0.214654802,2.168106536,Inner
0.014280332,0.289467769,0.289819802,0.08379159,1.194385509,2.382598483,0.00885608,1.876157243,Inner
0.013273996,0.285111085,0.285419918,0.081288331,1.312638283,2.332568463,0.210688444,1.948115431,Inner
0.014927535,0.292088197,0.292469393,0.085315515,1.305491138,2.406801317,0.145680381,2.141178051,Inner
0.013766695,0.29033872,0.290664918,0.084296572,1.224436008,2.18426519,0.165153997,2.066319444,Inner
0.014505108,0.294622433,0.294979281,0.086802378,1.504474172,2.739955768,0.10824633,2.265839089,Inner
0.01529111,0.29832363,0.29871526,0.088996988,1.473449062,2.593926587,0.148677316,2.180180718,Inner
0.013056834,0.294873124,0.295162057,0.086950159,1.317348902,2.327370539,0.209432773,2.100152989,Inner
0.0150749,0.287927182,0.288321548,0.082902062,1.487256048,2.668484311,0.080322099,1.876348637,Inner
0.014488769,0.304556093,0.304900538,0.092754414,1.231420719,2.262883792,0.17681496,1.980745995,Inner
0.014807295,0.289301253,0.289679946,0.083695215,1.372901717,2.524079481,0.128388463,1.702412799,Inner
0.015254943,0.302182095,0.302566905,0.091314018,1.297369381,2.40339018,0.10729113,2.088378194,Inner
0.013722913,0.286378373,0.286706978,0.082012573,1.407662834,2.522292695,0.096386081,1.922747522,Inner
0.014139629,0.300664322,0.300996617,0.090399034,1.638970459,2.798757285,0.165730438,2.777367274,Inner
0.015862964,0.287538517,0.28797575,0.082678399,1.316211856,2.452770459,0.104387787,1.954890591,Inner
0.014888036,0.292188713,0.292567766,0.085374244,1.565387345,2.703570299,0.154732477,3.008846231,Inner
0.014227668,0.291147869,0.291495297,0.084767081,1.443073693,2.531064192,0.219641176,2.604993841,Inner
0.014492101,0.292412452,0.29277135,0.085505042,1.625813214,2.800868942,0.089273501,3.175050166,Inner
0.014401207,0.289147976,0.289506384,0.083606552,1.45850503,2.60448487,0.154397215,2.68642825,Inner
0.014796825,0.28887852,0.28925723,0.083450799,1.186263752,2.298457086,0.094484581,2.075329384,Inner
0.01467373,0.291391332,0.291760564,0.084908908,1.60193525,2.687164351,0.287597653,3.025725865,Inner
0.014433884,0.29144534,0.291802541,0.084940386,1.220537565,2.264995449,0.07122102,1.886605664,Inner
0.014961798,0.29738898,0.29776511,0.088440205,1.70264503,2.997253014,0.220008699,3.08338512,Inner
0.013534304,0.279817636,0.28014476,0.078297909,1.341389301,2.430191976,0.149273516,2.402809222,Inner
0.014718939,0.294455264,0.294822912,0.086703902,1.651315529,2.739955768,0.240512448,2.974425403,Inner
0.014378999,0.293155095,0.293507521,0.08593991,1.329044232,2.431329022,0.094047853,2.247970528,Inner
0.014043659,0.293935712,0.294271009,0.086398203,1.615092495,2.623652216,0.186276578,2.354586843,Inner
0.013765267,0.28830257,0.288631001,0.083118372,1.212090938,2.26564519,0.211595609,2.337940749,Inner
0.013786682,0.2977827,0.298101675,0.088674536,1.663823034,2.765133214,0.13827777,2.646933464,Inner
0.014283981,0.287747353,0.288101669,0.082798539,1.334729461,2.407288623,0.16119738,2.568660853,Inner
0.014066819,0.292719497,0.293057297,0.085684704,1.408962315,2.51043493,0.108471771,2.392686673,Inner
0.013717996,0.296826581,0.297143404,0.088106019,1.200070739,2.278477565,0.14522894,1.939417566,Inner
0.013587762,0.289875548,0.290193833,0.084027833,1.557915329,2.701133772,0.15763249,2.813648348,Inner
0.014557614,0.29084805,0.291212144,0.084592588,1.366241876,2.470151018,0.125478737,2.118144563,Inner
0.01422164,0.290332299,0.290680407,0.084292844,1.396942116,2.501176128,0.167146113,2.630366504,Inner
0.014255428,0.285058279,0.285414505,0.081258223,1.590727226,2.81061505,0.069658815,2.6751153,Inner
0.013121078,0.289366598,0.289663928,0.083733028,1.398566467,2.486556966,0.20298293,2.524677623,Inner
0.014113297,0.292048315,0.29238913,0.085292218,1.178466866,2.233158164,0.10283424,1.933625754,Inner
0.014408504,0.283982314,0.284347603,0.080645954,1.313612894,2.30430475,0.252605093,2.356765836,Inner
0.013705305,0.285159749,0.285488911,0.081316083,1.53322519,2.795833453,0.034727624,2.932217537,Inner
0.013112195,0.294923998,0.295215336,0.086980165,1.30208,2.350598762,0.285102028,2.326832087,Inner
0.0144875,0.286227038,0.286593449,0.081925917,1.350485669,2.415897685,0.081633775,2.28582154,Inner
0.011587621,0.293365086,0.293593846,0.086063073,1.454119281,2.657926028,0.016147475,2.414584165,Inner
0.013148838,0.27910316,0.279412716,0.077898574,1.354871417,2.457968383,0.18481688,2.554814209,Inner
0.013264002,0.298344562,0.298639266,0.089009477,1.376312854,2.370903154,0.198027871,2.028698142,Inner
0.012380285,0.294105807,0.294366264,0.086498226,1.401652735,2.515307984,0.137112065,2.195510041,Inner
0.013192302,0.290722115,0.291021279,0.084519348,1.309876886,2.425806228,0.122032153,2.053681686,Inner
0.011782575,0.28464489,0.284888649,0.081022713,1.322709261,2.49110515,0.236713337,2.389967914,Inner
0.012055256,0.289646207,0.289896972,0.083894925,1.25838495,2.281563832,0.156669289,1.919705185,Inner
0.013403436,0.291268537,0.29157677,0.084837361,1.379886427,2.446597924,0.185359198,2.330711648,Inner
0.012083016,0.293929053,0.294177306,0.086394288,1.498788942,2.68554,0.147033658,2.323527765,Inner
0.011547012,0.290136628,0.290366314,0.084179263,1.419195729,2.456181597,0.183235573,2.233754229,Inner
0.01186871,0.291562013,0.291803485,0.085008408,1.26471992,2.313888423,0.181501104,1.719926957,Inner
0.013043033,0.291303092,0.291594945,0.084857491,1.293633373,2.308690499,0.196812686,2.033206228,Inner
0.012800332,0.29567693,0.295953874,0.087424847,1.438038204,2.540160559,0.208473426,2.204311219,Inner
0.012357601,0.294996186,0.295254907,0.08702275,1.513570539,2.578982555,0.16688772,2.049277461,Inner
0.01128131,0.3019789,0.302189549,0.091191256,1.355521158,2.364405749,0.191690706,1.682921814,Inner
0.013459273,0.289544962,0.289857616,0.083836285,1.451195449,2.473887026,0.182783429,2.211196721,Inner
0.011821756,0.294989504,0.295226289,0.087018808,1.297044511,2.310802156,0.245505634,1.975425459,Inner
0.0126885,0.286276787,0.286557842,0.081954399,1.484819521,2.561114691,0.171999833,2.620032759,Inner
0.013341571,0.295103695,0.295405126,0.087086191,1.282912655,2.240305309,0.196945432,1.770660681,Inner
0.011627754,0.295079052,0.295308062,0.087071647,1.35779525,2.495815768,0.306511899,2.37452208,Inner
0.012003702,0.289910759,0.290159158,0.084048248,1.447297006,2.61049497,0.110391435,2.161110122,Inner
0.012812705,0.291518123,0.291799557,0.084982816,1.324171178,2.433115808,0.22316374,2.543381413,Inner
0.012626,0.294926675,0.295196815,0.086981744,1.739030499,2.960867545,0.197133814,2.326106492,Inner
0.012830789,0.29477541,0.295054523,0.086892542,1.485144391,2.511247106,0.202790913,1.987122451,Inner
0.011932002,0.289143699,0.289389791,0.083604078,1.599661158,2.714778323,0.190331747,2.78146361,Inner
0.012391707,0.290627104,0.290891162,0.084464114,1.403114651,2.447247665,0.196982605,2.469579804,Inner
0.01254272,0.284171283,0.284447953,0.080753318,1.555478802,2.671245709,0.19928328,2.632217195,Inner
0.012906772,0.30160368,0.301879719,0.09096478,1.408962315,2.50442483,0.175306751,2.247458071,Inner
0.012270673,0.291435119,0.291693329,0.084934429,1.69631006,2.854797405,0.281406235,2.767004703,Inner
0.012112838,0.289790983,0.290044022,0.083978814,1.446322395,2.588891098,0.145734795,2.325452968,Inner
0.012651857,0.282872272,0.283155066,0.080016722,1.566686826,2.666047784,0.240006127,3.187743996,Inner
0.012425177,0.297838669,0.298097732,0.088707873,1.497002156,2.64817992,0.174857026,2.852570198,Inner
0.012884247,0.291907485,0.29219169,0.08520998,1.339602515,2.369928543,0.248171416,2.320455759,Inner
0.011986729,0.282477048,0.282731259,0.079793283,1.380211297,2.507186228,0.202520462,2.656675218,Inner
0.012833486,0.302407469,0.302679659,0.091450278,1.338303034,2.407938363,0.200450122,1.939012173,Inner
0.012865529,0.288108863,0.288395975,0.083006717,1.447459441,2.570048623,0.21095049,2.969871285,Inner
0.011529563,0.290881736,0.291110143,0.084612185,1.404901437,2.446273054,0.20356408,2.434149569,Inner
0.012968637,0.28670958,0.287002734,0.082202384,1.467926267,2.511409541,0.192060054,2.244821849,Inner
0.012445957,0.297567147,0.297827314,0.088546207,1.50187521,2.872015529,0.116975456,2.650583331,Inner
0.011876958,0.293065259,0.293305827,0.085887246,1.399216208,2.520993214,0.243460429,2.713394449,Inner
0.012519878,0.281341375,0.281619809,0.079152969,1.181065828,2.304629621,0.132435936,2.504090714,Inner
0.01248149,0.288411526,0.288681479,0.083181209,1.275440639,2.336791776,0.183954082,2.165538616,Inner
0.012777966,0.280377624,0.280668645,0.078611612,1.462078603,2.550556407,0.188039509,2.875620612,Inner
0.012081271,0.291869986,0.292119916,0.085188088,1.548169222,2.787386826,0.222532727,3.039166336,Inner
0.012015758,0.29380092,0.294046525,0.08631898,1.34545018,2.482658523,0.156816705,2.561663771,Inner
0.011786382,0.291928485,0.292166321,0.08522224,1.486931178,2.577845509,0.181611151,2.791093598,Inner
0.012901537,0.28738568,0.287675127,0.082590529,1.305978443,2.360182435,0.236406057,2.422797587,Inner
0.012897571,0.30151613,0.301791856,0.090911977,1.324171178,2.381299002,0.161107193,2.478424629,Inner
0.011952465,0.297226791,0.297467017,0.088343765,1.608432655,2.771468184,0.201993166,3.259500714,Inner
0.012131715,0.27997416,0.28023688,0.07838553,1.379886427,2.40436479,0.176877031,2.400751924,Inner
0.0120386,0.299877739,0.300119287,0.089926658,1.472312016,2.656788982,0.11045814,2.837711762,Inner
0.012283205,0.284938884,0.285203514,0.081190167,1.423419042,2.45439481,0.146736149,1.777446949,Inner
0.011901387,0.29480273,0.295042866,0.08690865,1.344638004,2.370253413,0.222324583,2.288592135,Inner
0.011950245,0.288349447,0.288596972,0.083145404,1.240679521,2.473724591,0.167356378,2.008795663,Inner
0.011739111,0.297846575,0.298077824,0.088712582,1.437388463,2.616342635,0.210014953,2.806013929,Inner
0.010964847,0.28134214,0.281555727,0.0791534,1.389632535,2.642494691,0.154329356,2.655606223,Inner
0.013192937,0.302644045,0.302931464,0.091593418,1.363642914,2.458780559,0.201928028,2.417595572,Inner
0.034116136,0.644877354,0.645779151,0.415866801,2.956725449,5.797715868,0.072727558,4.998841946,Outer
0.034488912,0.695590602,0.696445095,0.483846285,3.547583234,6.520958283,0.178555306,4.355866929,Outer
0.034628901,0.642468572,0.64340114,0.412765866,3.105353593,5.964617964,0.115348511,4.977610075,Outer
0.033625975,0.729850912,0.730625116,0.532682354,3.325047106,6.40765978,0.002900386,4.370449036,Outer
0.034555139,0.664846942,0.665744331,0.442021457,3.151647605,6.045835529,0.048911679,4.573986945,Outer
0.034179191,0.69472116,0.695561433,0.48263749,3.256012176,6.275681238,0.15878509,4.256196775,Outer
0.033516522,0.65192478,0.652785781,0.425005919,3.492355289,6.704916068,0.107906064,5.074623039,Outer
0.033442363,0.69762426,0.698425372,0.486679608,3.132155389,6.22857505,0.006149278,4.595899614,Outer
0.034533328,0.665651983,0.666547157,0.443092562,3.209312076,6.157509681,0.068106867,4.860508244,Outer
0.032429523,0.706070684,0.706815029,0.498535811,3.032663872,5.89436477,0.025247888,3.89134405,Outer
0.032221324,0.659781101,0.660567419,0.435311102,3.104947505,6.11284002,0.132306501,4.390327447,Outer
0.032197133,0.662802399,0.663583962,0.43930702,3.132155389,6.20989501,0.001043858,4.491275155,Outer
0.032646051,0.654641018,0.655454519,0.428554862,3.098856188,6.105124351,-0.054105005,4.746881845,Outer
0.03249813,0.660416112,0.661215221,0.436149441,2.894594012,5.726650499,0.044077261,4.455888825,Outer
0.031519395,0.661144676,0.661895577,0.437112282,3.239362575,6.098220858,0.023459694,4.209027217,Outer
0.030592214,0.67044904,0.671146629,0.449501915,3.058247405,5.939846607,0.098164348,4.23451662,Outer
0.031267969,0.620235027,0.621022684,0.384691488,3.366874152,6.137205289,0.096470019,4.555496039,Outer
0.030902728,0.650638715,0.651372179,0.423330738,3.02007515,5.686447804,0.053588207,4.526818408,Outer
0.029366019,0.606388414,0.607099063,0.367706909,3.166672854,5.888679541,0.122794452,4.539235184,Outer
0.028953983,0.679626886,0.680243366,0.461892704,3.164642415,5.884212575,0.07763698,4.241780814,Outer
0.03008619,0.617423991,0.618156585,0.381212385,2.839366068,5.400561976,0.081198425,3.839801321,Outer
0.029392986,0.671527237,0.6721702,0.45094883,2.989618563,5.757107086,0.027696187,4.561158259,Outer
0.028378956,0.61254259,0.613199633,0.375208424,2.712666667,5.301882635,0.017082009,4.589294181,Outer
0.028165601,0.659624791,0.660225845,0.435104865,3.062308283,5.942689222,0.02928518,4.709840478,Outer
0.028236984,0.614900792,0.615548788,0.378102983,2.767894611,5.424927246,0.027117003,4.471838098,Outer
0.028081925,0.680225609,0.680805019,0.462706879,3.329514072,6.511212176,-0.011187974,4.713417397,Outer
0.027301871,0.653064677,0.653635116,0.426493472,3.104947505,6.169692315,0.055147461,4.590490928,Outer
0.027675044,0.655215853,0.655800062,0.429307814,3.314488822,6.226544611,0.117786641,5.421651071,Outer
0.027253886,0.656534972,0.657100407,0.43103817,3.248702595,6.136799202,0.109217061,4.331728809,Outer
0.026964787,0.671357723,0.671899019,0.450721192,3.038349102,5.925633533,0.062506191,5.339014513,Outer
0.026496437,0.701185725,0.701686171,0.491661421,3.142713673,6.199336727,0.066701023,3.905310184,Outer
0.027370875,0.664595651,0.665159037,0.441687379,3.283626148,6.503496507,0.031216698,5.434200315,Outer
0.025644605,0.714959631,0.715419401,0.511167274,3.226773852,6.324005689,0.061327137,4.233718304,Outer
0.025682675,0.664307121,0.664803393,0.441303951,3.107384032,6.169286228,0.041485506,5.325163172,Outer
0.026071314,0.712648668,0.713125401,0.507868124,2.994491617,5.877309082,0.009683114,3.695669936,Outer
0.027021893,0.682943117,0.683477493,0.466411301,3.425350798,6.40969022,0.085605737,5.57269544,Outer
0.023452365,0.70075568,0.701148013,0.491058523,3.23286517,6.367457086,0.061561291,3.945787747,Outer
0.024243126,0.694273744,0.694696884,0.482016032,3.098044012,6.00279022,0.048179554,4.764614704,Outer
0.024892708,0.681547469,0.682001906,0.464506953,3.242611277,6.255782934,0.061560711,4.433208795,Outer
0.025120339,0.704283027,0.704730881,0.496014583,3.260073054,6.49740519,0.018669833,4.852927559,Outer
0.024600436,0.6877908,0.688230606,0.473056185,3.127688423,6.220453293,0.00708509,4.728617201,Outer
0.024984712,0.718586138,0.719020357,0.516366038,3.206063373,6.393852794,-0.039802065,4.362098547,Outer
0.024741615,0.699944279,0.700381425,0.489921994,3.347788024,6.145733134,0.099083782,4.349334569,Outer
0.023779932,0.68024978,0.680665298,0.462739763,3.312052295,6.382482335,0.086160864,4.866872773,Outer
0.024550864,0.703087846,0.703516356,0.494332519,3.463523054,6.545323553,-0.040052657,4.596564296,Outer
0.024263351,0.667567826,0.668008617,0.445646803,3.104947505,5.992638024,0.072884479,4.795513593,Outer
0.023534852,0.723956601,0.724339043,0.52411316,3.211748603,6.184311477,0.083754808,4.090189028,Outer
